tipo_cultivo,ubicacion,tamanio,rdto,uso_fertilizantes
Semierecta.,1257,58301,0.4334,False
Rastrera.,1893,79156,0.124,True
Erecta.,1780,9918,0.5782,True
Erecta.,1683,71600,0.1774,False
Semierecta.,1378,40418,0.541,True
Rastrera.,1112,73285,0.8334,True
Erecta.,1315,55535,0.683,True
Erecta.,1917,64020,0.3283,False
Semierecta.,1098,40935,0.8767,False
Erecta.,1824,95952,0.5684,False
Semierecta.,1797,74344,0.3586,True
Erecta.,1981,30691,0.6409,False
Erecta.,1037,76120,0.0961,True
Rastrera.,1925,32623,0.4443,True
Rastrera.,1566,82383,0.6138,True
Rastrera.,1124,61069,0.0369,True
Semierecta.,1443,1852,0.084,True
Semierecta.,1098,53687,0.4536,False
Semierecta.,1203,20654,0.1174,False
Semierecta.,1325,77422,0.8328,False
Semierecta.,1134,23435,0.2021,False
Semierecta.,1440,77996,0.7953,False
Semierecta.,1911,76390,0.0815,True
Rastrera.,1921,48096,0.0329,False
Erecta.,1381,65799,0.0756,False
Erecta.,1222,29700,0.2768,True
Erecta.,1375,9752,0.1884,False
Erecta.,1854,14975,0.0297,False
Semierecta.,1236,92525,0.8101,False
Erecta.,1069,72132,0.7495,False
Semierecta.,1902,50525,0.4872,True
Rastrera.,1637,18350,0.4821,True
Erecta.,1917,26990,0.722,True
Erecta.,1621,40422,0.1367,False
Erecta.,1186,83615,0.4998,True
Rastrera.,1088,45358,0.2598,False
Semierecta.,1148,4968,0.0924,True
Rastrera.,1671,2193,0.5426,False
Erecta.,1241,31027,0.8543,True
Semierecta.,1271,80144,0.4336,False
Semierecta.,1223,87496,0.5722,True
Semierecta.,1348,6484,0.8549,False
Erecta.,1783,55127,0.3297,False
Erecta.,1734,3660,0.0638,False
Rastrera.,1427,50326,0.6623,False
Semierecta.,1175,95278,0.2075,True
Semierecta.,1217,97058,0.1993,False
Erecta.,1176,39017,0.5889,False
Semierecta.,1900,81252,0.5813,False
Semierecta.,1174,61248,0.583,True
Semierecta.,1976,35276,0.7272,True
Semierecta.,1543,75013,0.3978,False
Erecta.,1131,46500,0.0174,False
Semierecta.,1762,64803,0.8173,False
Erecta.,1715,22633,0.564,False
Semierecta.,1957,44486,0.1522,True
Rastrera.,1641,24412,0.1121,True
Semierecta.,1476,20187,0.7648,True
Semierecta.,1050,62180,0.6396,True
Rastrera.,1626,42237,0.9983,True
Rastrera.,1644,98373,0.5311,False
Semierecta.,1077,70872,0.4494,True
Semierecta.,1282,36996,0.8862,False
Erecta.,1980,66544,0.6099,True
Rastrera.,1918,36867,0.8108,False
Erecta.,1501,96591,0.1229,True
Erecta.,1386,43777,0.0978,True
Erecta.,1970,16334,0.5323,False
Rastrera.,1020,57701,0.7875,False
Rastrera.,1302,44058,0.9121,False
Rastrera.,1754,44311,0.6345,True
Semierecta.,1338,77764,0.5772,False
Semierecta.,1895,44141,0.6005,False
Erecta.,1395,66729,0.6398,False
Rastrera.,1922,48488,0.5292,True
Semierecta.,1857,72349,0.0612,False
Semierecta.,1471,42287,0.2843,True
Rastrera.,1595,20419,0.2165,True
Rastrera.,1915,51349,0.7011,False
Semierecta.,1720,50714,0.5746,False
Semierecta.,1537,87728,0.7956,False
Rastrera.,1841,42283,0.9115,True
Erecta.,1076,59503,0.3012,False
Rastrera.,1482,49533,0.3218,False
Erecta.,1095,80622,0.4697,True
Semierecta.,1080,56473,0.4797,True
Semierecta.,1137,87390,0.8569,True
Rastrera.,1007,39781,0.4806,True
Erecta.,1846,41617,0.4821,False
Erecta.,1744,62418,0.3347,False
Rastrera.,1273,17687,0.3197,True
Erecta.,1705,46667,0.5524,True
Erecta.,1266,79533,0.4494,False
Rastrera.,1322,28363,0.3216,False
Rastrera.,1301,88840,0.0799,False
Erecta.,1060,75300,0.5702,False
Semierecta.,1916,40242,0.489,False
Erecta.,1032,84789,0.7718,True
Semierecta.,1065,80401,0.392,False
Semierecta.,1473,76049,0.5868,True
Rastrera.,1748,767,0.3487,False
Erecta.,1090,40126,0.1225,False
Rastrera.,1179,40909,0.2822,True
Semierecta.,1084,70282,0.9575,True
Semierecta.,1545,39394,0.9778,True
Rastrera.,1886,66159,0.3269,False
Semierecta.,1897,66341,0.1798,True
Semierecta.,1167,989,0.1185,False
Rastrera.,1668,62433,0.1313,True
Rastrera.,1957,86624,0.9186,True
Rastrera.,1623,72614,0.5644,True
Erecta.,1427,39420,0.8556,True
Rastrera.,1325,52783,0.3893,True
Semierecta.,1249,53152,0.0631,True
Semierecta.,1988,76668,0.3277,True
Erecta.,1956,9999,0.6158,False
Rastrera.,1433,78765,0.7918,True
Erecta.,1368,39936,0.0374,False
Semierecta.,1114,54362,0.6096,False
Erecta.,1568,37678,0.0437,False
Rastrera.,1258,69067,0.4373,False
Erecta.,1058,29466,0.3074,False
Erecta.,1589,52564,0.0584,True
Semierecta.,1481,56386,0.7497,False
Semierecta.,1596,50021,0.763,True
Rastrera.,1118,17056,0.1536,False
Rastrera.,1761,22082,0.2989,True
Semierecta.,1908,85563,0.226,False
Rastrera.,1364,52666,0.5647,True
Rastrera.,1276,45098,0.0031,False
Semierecta.,1020,73185,0.4732,False
Erecta.,1469,99600,0.5863,False
Erecta.,1565,13785,0.3021,True
Erecta.,1477,14012,0.371,False
Semierecta.,1649,48891,0.6177,False
Rastrera.,1213,25713,0.1501,True
Rastrera.,1838,35596,0.4877,True
Semierecta.,1893,57182,0.9687,True
Erecta.,1614,72676,0.2003,False
Rastrera.,1633,1946,0.9755,True
Rastrera.,1066,18004,0.0947,False
Rastrera.,1303,62666,0.3539,True
Semierecta.,1580,22243,0.9905,False
Rastrera.,1413,28451,0.8667,False
Semierecta.,1945,82271,0.6571,True
Semierecta.,1967,39620,0.1767,False
Erecta.,1280,7400,0.9171,False
Erecta.,1528,6637,0.301,False
Semierecta.,1590,74686,0.4737,False
Rastrera.,1402,14060,0.5963,False
Erecta.,1988,41984,0.575,False
Semierecta.,1626,14086,0.5229,True
Rastrera.,1480,62292,0.7,False
Semierecta.,1479,82966,0.8792,True
Semierecta.,1356,66852,0.1182,False
Rastrera.,1240,51782,0.4493,True
Rastrera.,1540,38133,0.1024,True
Semierecta.,1302,87659,0.413,True
Erecta.,1383,91137,0.0459,False
Rastrera.,1351,58665,0.668,False
Semierecta.,1027,60109,0.0889,True
Rastrera.,1814,294,0.7535,False
Erecta.,1709,3483,0.7072,False
Rastrera.,1378,98485,0.3592,False
Semierecta.,1770,18527,0.4993,False
Erecta.,1543,60760,0.2889,False
Semierecta.,1869,58870,0.104,True
Semierecta.,1510,6344,0.5052,True
Rastrera.,1372,56345,0.852,False
Semierecta.,1878,90247,0.1363,True
Erecta.,1393,9654,0.7938,True
Rastrera.,1735,91042,0.6924,False
Rastrera.,1426,24191,0.5307,True
Semierecta.,1018,3915,0.8696,True
Rastrera.,1505,13959,0.5808,False
Erecta.,1905,58353,0.4549,True
Erecta.,1391,29727,0.032,False
Rastrera.,1865,67033,0.1803,False
Rastrera.,1456,57189,0.1565,True
Erecta.,1100,26785,0.5577,False
Rastrera.,1456,91171,0.639,False
Erecta.,1023,34384,0.9571,True
Semierecta.,1022,99966,0.9719,True
Erecta.,1201,4488,0.072,True
Erecta.,1865,37511,0.7997,False
Erecta.,1222,13168,0.2751,True
Erecta.,1916,63546,0.3553,False
Semierecta.,1193,32245,0.2147,True
Rastrera.,1174,68497,0.3906,True
Rastrera.,1823,69729,0.1711,True
Erecta.,1690,18255,0.8998,False
Semierecta.,1316,35206,0.1332,True
Erecta.,1443,36838,0.1527,False
Semierecta.,1990,24468,0.717,False
Erecta.,1037,11246,0.8461,False
Rastrera.,1639,77569,0.6152,False
Rastrera.,1099,54465,0.5214,True
Semierecta.,1674,63795,0.5362,True
Rastrera.,1695,48506,0.173,False
Rastrera.,1282,85651,0.0953,False
Semierecta.,1977,9342,0.2126,False
Semierecta.,1824,31606,0.4901,True
Erecta.,1297,39505,0.9895,False
Erecta.,1966,62682,0.0056,True
Semierecta.,1294,84557,0.6684,True
Erecta.,1799,43044,0.7386,True
Semierecta.,1516,81322,0.9162,False
Erecta.,1552,57015,0.954,False
Erecta.,1776,3331,0.5957,True
Semierecta.,1389,29210,0.9509,True
Erecta.,1094,32778,0.7663,True
Semierecta.,1918,90249,0.1961,False
Erecta.,1760,46289,0.5943,False
Erecta.,1966,18490,0.817,True
Rastrera.,1030,60773,0.1691,True
Erecta.,1588,62169,0.8712,True
Erecta.,1258,6762,0.3956,True
Rastrera.,1002,21267,0.6102,False
Erecta.,1437,12525,0.6731,False
Semierecta.,1158,75199,0.081,False
Erecta.,1974,68267,0.6832,True
Erecta.,1859,93801,0.0791,False
Rastrera.,1828,85701,0.5897,True
Semierecta.,1159,35074,0.5119,False
Semierecta.,1357,97541,0.9379,False
Erecta.,1284,81307,0.7175,False
Erecta.,1181,83533,0.227,True
Rastrera.,1500,47261,0.0167,True
Semierecta.,1250,80808,0.8006,True
Erecta.,1392,73695,0.4582,False
Rastrera.,1951,26486,0.7715,False
Semierecta.,1051,60756,0.1618,False
Erecta.,1075,70217,0.7281,False
Rastrera.,1154,96735,0.0538,True
Rastrera.,1281,15907,0.2939,False
Semierecta.,1595,51440,0.6392,True
Semierecta.,1552,50220,0.6313,True
Semierecta.,1881,46695,0.9757,False
Semierecta.,1944,66782,0.4337,True
Rastrera.,1814,54785,0.7042,True
Erecta.,1745,81258,0.5603,False
Erecta.,1417,85477,0.51,True
Rastrera.,1596,63218,0.1118,False
Rastrera.,1131,76075,0.7693,True
Erecta.,1315,3094,0.4624,False
Erecta.,1397,21251,0.3672,False
Rastrera.,1407,63940,0.492,True
Erecta.,1617,94600,0.3364,True
Rastrera.,1775,59008,0.3211,True
Rastrera.,1575,82919,0.507,False
Rastrera.,1839,41005,0.1568,True
Rastrera.,1575,24895,0.3229,True
Erecta.,1044,58378,0.4575,True
Erecta.,1067,79351,0.4439,False
Rastrera.,1701,80464,0.3166,True
Rastrera.,1796,18642,0.5224,True
Rastrera.,1351,75611,0.3496,True
Erecta.,1799,57657,0.1527,True
Erecta.,1389,92104,0.9869,False
Semierecta.,1948,93220,0.1109,True
Rastrera.,1075,13350,0.7469,False
Rastrera.,1734,97826,0.6587,True
Semierecta.,1419,80091,0.509,True
Rastrera.,1380,60754,0.8776,False
Erecta.,1144,78356,0.8892,False
Erecta.,1099,73901,0.996,True
Erecta.,1990,23352,0.1584,False
Semierecta.,1807,68427,0.6634,True
Erecta.,1065,74193,0.4005,False
Semierecta.,1813,70981,0.7707,True
Semierecta.,1915,67397,0.5627,True
Erecta.,1740,58011,0.3049,True
Semierecta.,1064,99420,0.6315,False
Semierecta.,1784,39955,0.2999,True
Erecta.,1205,91948,0.8812,False
Erecta.,1226,67336,0.3938,True
Semierecta.,1016,90089,0.7571,True
Rastrera.,1116,1113,0.606,False
Erecta.,1233,12488,0.6707,True
Rastrera.,1094,9907,0.6548,True
Erecta.,1943,91360,0.3376,True
Erecta.,1317,83132,0.497,False
Rastrera.,1906,65145,0.6985,False
Rastrera.,1127,81674,0.8992,True
Rastrera.,1579,65932,0.1248,True
Erecta.,1272,83149,0.6656,False
Rastrera.,1353,72943,0.8757,True
Rastrera.,1566,78913,0.4911,False
Erecta.,1066,7215,0.8018,False
Rastrera.,1123,67928,0.5062,True
Semierecta.,1728,45138,0.0189,True
Erecta.,1731,36410,0.14,False
Rastrera.,1559,76679,0.6855,False
Rastrera.,1458,67464,0.2568,True
Semierecta.,1348,28893,0.9999,True
Erecta.,1174,58836,0.6586,False
Erecta.,1460,85078,0.8511,True
Erecta.,1988,84696,0.8805,True
Rastrera.,1965,74670,0.5973,False
Rastrera.,1057,45709,0.2994,False
Semierecta.,1386,9322,0.054,True
Semierecta.,1822,64165,0.6466,False
Semierecta.,1781,44176,0.3857,True
Rastrera.,1341,78912,0.4237,False
Rastrera.,1751,85349,0.8517,False
Erecta.,1449,34596,0.4532,False
Erecta.,1914,37929,0.4434,True
Semierecta.,1562,70087,0.1173,True
Semierecta.,1508,93027,0.1983,False
Semierecta.,1912,64041,0.7965,True
Rastrera.,1828,58341,0.288,True
Erecta.,1004,57323,0.2003,True
Erecta.,1787,51214,0.7598,True
Erecta.,1029,72699,0.9403,True
Semierecta.,1682,73855,0.035,True
Erecta.,1362,55284,0.2279,True
Erecta.,1603,20715,0.3715,True
Rastrera.,1632,59811,0.375,True
Erecta.,1300,84212,0.1687,True
Semierecta.,1930,78202,0.3025,True
Erecta.,1551,13340,0.0039,False
Rastrera.,1331,11468,0.4404,False
Erecta.,1925,25460,0.3504,False
Semierecta.,1858,64649,0.0475,True
Erecta.,1066,32340,0.3699,False
Rastrera.,1993,26852,0.9963,True
Erecta.,1609,54385,0.736,False
Rastrera.,1724,81545,0.3062,False
Semierecta.,1337,3007,0.1542,False
Rastrera.,1626,66363,0.7442,False
Semierecta.,1535,41864,0.7018,False
Erecta.,1075,68072,0.2754,False
Semierecta.,1449,84138,0.6186,True
Erecta.,1879,14538,0.8234,True
Rastrera.,1966,71623,0.2175,False
Semierecta.,1620,68688,0.2811,False
Erecta.,1925,81937,0.7499,False
Semierecta.,1461,34331,0.2955,True
Rastrera.,1736,53696,0.5472,True
Rastrera.,1135,77447,0.9928,False
Erecta.,1831,21665,0.8066,True
Rastrera.,1624,6681,0.3318,True
Semierecta.,1825,7216,0.9116,False
Erecta.,1679,56906,0.5113,True
Erecta.,1509,11450,0.857,False
Semierecta.,1048,19311,0.1158,False
Semierecta.,1970,11525,0.3858,False
Semierecta.,1527,23492,0.8468,True
Rastrera.,1919,43720,0.6835,False
Rastrera.,1017,66643,0.0055,True
Rastrera.,1298,88826,0.8864,False
Erecta.,1285,31718,0.9879,False
Semierecta.,1399,22239,0.8942,True
Erecta.,1152,99896,0.418,False
Erecta.,1735,12408,0.6239,False
Erecta.,1778,45044,0.8544,False
Semierecta.,1770,26506,0.6217,False
Semierecta.,1687,27615,0.2676,True
Rastrera.,1564,17156,0.8748,True
Erecta.,1577,96945,0.7014,True
Rastrera.,1792,21112,0.4468,True
Semierecta.,1857,17571,0.9827,False
Erecta.,1849,49237,0.5008,False
Rastrera.,1346,18147,0.8645,True
Erecta.,1876,830,0.6309,False
Erecta.,1511,22869,0.4091,True
Erecta.,1508,19267,0.8169,False
Rastrera.,1912,59177,0.0066,True
Semierecta.,1603,6761,0.5173,True
Erecta.,1478,7609,0.1067,False
Semierecta.,1527,46646,0.5009,False
Rastrera.,1383,30446,0.1642,True
Rastrera.,1272,31504,0.1854,False
Semierecta.,1777,76623,0.4131,False
Semierecta.,1541,31969,0.8495,True
Rastrera.,1697,80476,0.7984,True
Semierecta.,1073,82993,0.4641,True
Rastrera.,1861,711,0.0932,False
Erecta.,1711,33757,0.0331,True
Erecta.,1232,17232,0.1622,True
Erecta.,1027,50468,0.4001,True
Rastrera.,1632,54824,0.7707,True
Semierecta.,1291,56303,0.3637,True
Rastrera.,1411,53689,0.2429,True
Rastrera.,1760,53832,0.19,False
Semierecta.,1485,90785,0.3866,False
Semierecta.,1205,80939,0.9346,False
Erecta.,1378,93802,0.9139,True
Semierecta.,1190,7965,0.0469,False
Rastrera.,1273,92241,0.0966,True
Erecta.,1573,14398,0.0306,True
Rastrera.,1396,49397,0.7812,False
Rastrera.,1054,51122,0.8658,True
Semierecta.,1076,70770,0.4365,True
Rastrera.,1039,18467,0.3679,True
Semierecta.,1808,56209,0.7126,True
Erecta.,1901,4088,0.1087,False
Erecta.,1602,39381,0.4581,False
Erecta.,1894,30695,0.4571,True
Erecta.,1946,72303,0.0533,True
Erecta.,1330,3019,0.0858,True
Rastrera.,1706,86247,0.5874,False
Erecta.,1612,86737,0.0857,False
Rastrera.,1537,16742,0.7319,True
Semierecta.,1377,35443,0.0703,False
Erecta.,1394,43156,0.9273,False
Rastrera.,1928,22807,0.217,False
Semierecta.,1371,8899,0.6836,False
Semierecta.,1574,22874,0.3919,False
Erecta.,1274,46210,0.1332,True
Rastrera.,1130,67095,0.3502,False
Erecta.,1776,1691,0.435,False
Rastrera.,1519,25004,0.144,True
Rastrera.,1340,95886,0.7333,True
Erecta.,1021,30431,0.2053,False
Semierecta.,1851,2594,0.2387,False
Erecta.,1552,60551,0.1329,True
Erecta.,1051,70076,0.8067,True
Erecta.,1934,58320,0.2995,True
Rastrera.,1155,87698,0.4409,True
Semierecta.,1836,28979,0.3379,False
Semierecta.,1557,77681,0.0941,False
Erecta.,1317,60791,0.0672,True
Semierecta.,1066,50983,0.7021,False
Erecta.,1119,75685,0.1516,True
Rastrera.,1755,79841,0.1587,True
Rastrera.,1799,68357,0.3621,True
Rastrera.,1605,70888,0.582,False
Semierecta.,1785,95517,0.8551,True
Erecta.,1616,87312,0.2063,True
Semierecta.,1259,80310,0.2311,True
Rastrera.,1251,90797,0.328,True
Rastrera.,1471,21991,0.1022,True
Erecta.,1830,33485,0.7864,False
Erecta.,1463,70753,0.7554,True
Rastrera.,1729,17266,0.7479,False
Erecta.,1561,86202,0.7641,False
Rastrera.,1640,61257,0.555,False
Rastrera.,1852,76754,0.0352,False
Semierecta.,1455,67532,0.503,False
Rastrera.,1437,54074,0.7358,False
Erecta.,1979,93795,0.3588,False
Erecta.,1966,85923,0.512,True
Rastrera.,1222,11972,0.3965,True
Rastrera.,1866,44172,0.2981,False
Rastrera.,1302,65309,0.6301,True
Erecta.,1475,30684,0.8572,True
Erecta.,1224,35702,0.1076,True
Semierecta.,1809,51086,0.4193,True
Semierecta.,1924,86224,0.7409,True
Rastrera.,1348,82043,0.6853,False
Erecta.,1997,93689,0.0204,False
Semierecta.,1846,22489,0.2552,True
Semierecta.,1750,26588,0.3252,False
Semierecta.,1403,41926,0.1034,False
Erecta.,1815,49567,0.4347,False
Erecta.,1197,73756,0.2051,False
Rastrera.,1165,89021,0.2805,False
Rastrera.,1571,23755,0.1346,False
Semierecta.,1208,6723,0.1914,False
Semierecta.,1164,32097,0.613,True
Erecta.,1235,25108,0.8383,True
Rastrera.,1989,3471,0.4336,True
Erecta.,1414,77560,0.8943,False
Erecta.,1179,29743,0.0322,True
Semierecta.,1936,48509,0.6,True
Semierecta.,1266,70948,0.6214,True
Rastrera.,1543,45775,0.5734,True
Erecta.,1773,41394,0.9738,False
Rastrera.,1817,97457,0.8332,True
Erecta.,1164,51219,0.9296,True
Erecta.,1888,14551,0.3446,True
Rastrera.,1328,56222,0.4992,True
Erecta.,1408,61817,0.6277,True
Semierecta.,1526,60105,0.1036,True
Rastrera.,1264,91165,0.1664,False
Semierecta.,1303,34655,0.7744,False
Erecta.,1400,39722,0.4191,True
Rastrera.,1976,73130,0.7727,True
Semierecta.,1016,27993,0.4111,True
Semierecta.,1086,33408,0.007,True
Erecta.,1394,8434,0.8633,False
Semierecta.,1443,66819,0.2158,True
Rastrera.,1722,45403,0.9493,False
Rastrera.,1915,10057,0.0794,False
Rastrera.,1478,10387,0.3079,False
Erecta.,1219,8826,0.1125,False
Semierecta.,1640,85715,0.0609,False
Rastrera.,1747,50440,0.4518,True
Erecta.,1917,53765,0.4357,False
Erecta.,1769,19518,0.3061,False
Erecta.,1818,77220,0.2662,False
Rastrera.,1756,21658,0.5702,False
Rastrera.,1466,41805,0.264,True
Semierecta.,1173,83972,0.8329,False
Erecta.,1471,9116,0.7502,False
Rastrera.,1451,96196,0.3221,True
Rastrera.,1199,89647,0.1373,True
Rastrera.,1744,14552,0.6608,True
Rastrera.,1738,95583,0.9303,False
Rastrera.,1305,18445,0.8337,True
Erecta.,1481,50586,0.1012,True
Semierecta.,1521,37603,0.3132,False
Erecta.,1681,59816,0.0335,False
Rastrera.,1274,54102,0.348,False
Semierecta.,1001,25997,0.0757,True
Semierecta.,1565,16832,0.8445,True
Rastrera.,1767,92146,0.7587,True
Erecta.,1667,38242,0.3509,False
Semierecta.,1072,57964,0.0494,False
Erecta.,1077,86692,0.0903,False
Rastrera.,1285,386,0.3072,True
Semierecta.,1854,14453,0.9952,True
Semierecta.,1680,5178,0.5632,True
Rastrera.,1735,79431,0.7335,False
Rastrera.,1983,53566,0.349,False
Erecta.,1498,94156,0.912,False
Erecta.,1162,84348,0.0613,False
Erecta.,1522,51976,0.0676,True
Rastrera.,1808,51221,0.2271,True
Erecta.,1935,53541,0.449,True
Semierecta.,1951,6444,0.5667,False
Rastrera.,1516,85310,0.4087,False
Rastrera.,1334,72196,0.3093,False
Semierecta.,1131,69150,0.8149,False
Semierecta.,1555,75979,0.4665,False
Semierecta.,1783,96075,0.4391,True
Semierecta.,1329,74668,0.1427,False
Erecta.,1397,1572,0.9711,True
Semierecta.,1462,71353,0.1526,True
Rastrera.,1530,87406,0.6177,False
Semierecta.,1778,77220,0.0358,False
Rastrera.,1055,76064,0.3454,False
Rastrera.,1202,70769,0.2773,True
Erecta.,1637,24876,0.2806,False
Erecta.,1812,18265,0.9941,False
Rastrera.,1485,46547,0.3917,False
Rastrera.,1141,56610,0.07,False
Rastrera.,1639,68769,0.5858,False
Erecta.,1833,88282,0.6342,False
Rastrera.,1478,31802,0.0849,False
Erecta.,1721,39942,0.2656,False
Erecta.,1212,97268,0.735,True
Semierecta.,1711,76539,0.0977,False
Semierecta.,1718,32825,0.307,True
Rastrera.,1178,34496,0.017,False
Rastrera.,1619,36220,0.8395,True
Semierecta.,1320,63421,0.1464,False
Semierecta.,1113,7484,0.8943,True
Rastrera.,1877,38149,0.9715,False
Semierecta.,1104,40471,0.6212,False
Erecta.,1632,71982,0.2265,False
Erecta.,1815,28669,0.8018,True
Rastrera.,1815,24749,0.4306,True
Erecta.,1293,7588,0.5975,True
Erecta.,1097,58269,0.0356,False
Semierecta.,1838,69395,0.8679,True
Rastrera.,1102,75281,0.7052,True
Rastrera.,1747,37745,0.8166,True
Semierecta.,1079,72373,0.3626,False
Semierecta.,1887,10463,0.9004,False
Erecta.,1808,95633,0.1117,True
Semierecta.,1397,3157,0.2516,False
Rastrera.,1155,91800,0.5623,False
Erecta.,1867,75288,0.6976,True
Rastrera.,1429,46834,0.8671,True
Erecta.,1409,4196,0.8626,True
Semierecta.,1703,23880,0.1524,True
Semierecta.,1485,11079,0.5434,True
Rastrera.,1500,25525,0.5383,True
Rastrera.,1052,16573,0.6587,False
Erecta.,1871,59065,0.7156,False
Rastrera.,1073,50151,0.6895,True
Rastrera.,1712,23858,0.087,True
Semierecta.,1569,28968,0.4241,False
Rastrera.,1869,86029,0.4196,False
Semierecta.,1800,70644,0.1333,False
Rastrera.,1589,2793,0.1815,True
Semierecta.,1228,51367,0.5737,False
Semierecta.,1169,65607,0.086,True
Erecta.,1882,80003,0.0031,False
Erecta.,1001,693,0.3813,True
Rastrera.,1679,13079,0.2219,True
Rastrera.,1213,13887,0.4311,False
Semierecta.,1787,65215,0.0418,True
Semierecta.,1796,38344,0.3267,True
Erecta.,1211,82705,0.5896,False
Erecta.,1308,34671,0.6736,False
Semierecta.,1392,10883,0.6699,False
Erecta.,1240,27825,0.788,False
Semierecta.,1129,43289,0.7442,True
Rastrera.,1058,7266,0.1892,True
Erecta.,1755,45313,0.1898,True
Erecta.,1083,37643,0.2466,False
Erecta.,1247,79528,0.3473,False
Rastrera.,1291,53167,0.6206,True
Erecta.,1481,82908,0.867,False
Semierecta.,1777,59482,0.2396,True
Erecta.,1337,76089,0.5674,False
Semierecta.,1773,9069,0.4849,False
Semierecta.,1355,59837,0.4818,False
Erecta.,1143,17458,0.6411,True
Semierecta.,1371,33825,0.9169,True
Semierecta.,1813,58820,0.6284,False
Semierecta.,1705,88704,0.6616,False
Rastrera.,1970,95721,0.757,False
Semierecta.,1231,54319,0.0168,True
Rastrera.,1087,95454,0.8793,False
Rastrera.,1211,17020,0.1814,False
Erecta.,1858,81979,0.3201,False
Semierecta.,1570,23640,0.49,False
Rastrera.,1907,27844,0.2626,False
Rastrera.,1467,24770,0.1288,False
Rastrera.,1923,95006,0.0644,False
Erecta.,1112,93919,0.3389,False
Rastrera.,1428,65238,0.8105,True
Rastrera.,1791,12629,0.1657,True
Erecta.,1422,93202,0.7798,True
Semierecta.,1050,25129,0.9608,True
Erecta.,1784,29712,0.2587,False
Erecta.,1793,78711,0.1673,False
Rastrera.,1036,74731,0.4618,False
Rastrera.,1708,66245,0.8502,False
Erecta.,1184,9538,0.1254,False
Erecta.,1723,44148,0.7747,False
Semierecta.,1583,24261,0.2343,False
Rastrera.,1956,23836,0.9515,True
Rastrera.,1289,47558,0.378,False
Erecta.,1269,32182,0.3159,True
Erecta.,1813,39339,0.8911,True
Erecta.,1430,27722,0.2725,True
Erecta.,1250,90060,0.2503,False
Rastrera.,1941,27395,0.236,True
Semierecta.,1430,99510,0.1678,True
Semierecta.,1114,45270,0.0432,True
Semierecta.,1169,70079,0.7213,True
Erecta.,1060,30115,0.3742,True
Semierecta.,1872,65075,0.2327,True
Erecta.,1713,55286,0.9122,False
Semierecta.,1413,44288,0.3868,False
Erecta.,1157,98665,0.9875,True
Rastrera.,1354,75100,0.1381,False
Semierecta.,1272,46473,0.2365,False
Erecta.,1642,62433,0.4006,False
Rastrera.,1430,67826,0.4693,False
Rastrera.,1081,14711,0.7137,False
Rastrera.,1741,77335,0.612,False
Semierecta.,1443,12705,0.0463,True
Rastrera.,1957,42130,0.3189,False
Semierecta.,1908,49071,0.8917,False
Erecta.,1405,49521,0.5966,False
Rastrera.,1746,12879,0.5676,True
Rastrera.,1804,89443,0.6747,True
Semierecta.,1972,25901,0.3573,False
Semierecta.,1805,89789,0.8782,True
Erecta.,1627,15090,0.4557,False
Erecta.,1762,16336,0.462,False
Erecta.,1623,86838,0.8814,True
Erecta.,1098,29142,0.1309,True
Rastrera.,1934,58708,0.0795,False
Erecta.,1454,22620,0.5394,False
Erecta.,1331,2192,0.8648,False
Erecta.,1511,37982,0.7271,False
Semierecta.,1125,82287,0.9231,False
Erecta.,1098,70205,0.0994,True
Erecta.,1635,37526,0.7068,False
Rastrera.,1639,53940,0.89,False
Erecta.,1908,21754,0.7128,False
Semierecta.,1829,6580,0.684,True
Rastrera.,1808,61191,0.5781,True
Erecta.,1237,63797,0.0596,False
Semierecta.,1440,40688,0.4868,True
Semierecta.,1031,97679,0.6098,False
Semierecta.,1634,90317,0.8859,True
Erecta.,1393,32910,0.8981,False
Erecta.,1970,22666,0.9356,False
Rastrera.,1226,34192,0.6316,True
Rastrera.,1984,47291,0.378,True
Rastrera.,1789,22886,0.6532,True
Rastrera.,1330,37878,0.8214,False
Erecta.,1990,57653,0.8322,True
Semierecta.,1886,93429,0.3846,True
Semierecta.,1565,38418,0.0731,False
Rastrera.,1478,1221,0.8477,True
Erecta.,1639,69602,0.4764,True
Erecta.,1755,72033,0.3771,True
Rastrera.,1026,11551,0.7032,True
Semierecta.,1850,98612,0.222,True
Semierecta.,1044,2613,0.3392,False
Rastrera.,1615,41445,0.7184,False
Semierecta.,1033,32878,0.0845,False
Erecta.,1360,39911,0.6645,True
Semierecta.,1015,43900,0.0066,False
Rastrera.,1794,91714,0.8,True
Semierecta.,1832,51968,0.5342,True
Semierecta.,1239,83443,0.1287,True
Rastrera.,1274,36870,0.9835,True
Semierecta.,1491,20897,0.615,False
Rastrera.,1286,94874,0.0671,True
Semierecta.,1769,82802,0.0007,False
Erecta.,1182,5638,0.7393,False
Erecta.,1644,54904,0.4794,True
Erecta.,1025,39960,0.3292,True
Rastrera.,1362,74269,0.3922,True
Rastrera.,1887,53420,0.5744,False
Semierecta.,1919,66492,0.1902,True
Rastrera.,1121,1802,0.9637,False
Rastrera.,1210,71656,0.1801,True
Semierecta.,1535,95563,0.3652,True
Rastrera.,1112,35645,0.6371,False
Semierecta.,1916,48713,0.8419,False
Erecta.,1994,72602,0.018,True
Erecta.,1867,19578,0.3846,True
Rastrera.,1616,76120,0.0337,False
Semierecta.,1172,3277,0.7645,True
